0.000006,-0.0027236328125,-1.180453125,0.001181640625,2.59750878906,0.000158203125,-0.000271484375,3.29679394531,-0.0021416015625,-1.18111328125,5.859375e-06,2.59878515625,0.001603515625,4.00390625e-05,3.29643945313,213.0,230.0
0.006399,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,213.0,230.0
0.116746,-0.001,-0.001,-0.001,-0.001,-0.001,0.024,-0.001,-0.172,0.473,0.135,-0.912,0.097,1.809,-0.217,213.0,230.0
0.225177,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.18,0.94,0.142,-1.861,0.381,0.61,-0.126,213.0,230.0
0.332257,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.198,1.391,0.133,-1.86,0.295,1.332,-0.186,213.0,230.0
0.442576,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.156,1.304,0.113,-1.847,-0.006,1.075,-0.15,213.0,230.0
0.548645,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.183,1.296,0.138,-1.81,0.1,1.012,-0.182,213.0,230.0
0.668546,-0.001,0.003,-0.001,-0.001,-0.001,-0.001,-0.001,-0.171,1.33,0.123,-1.84,0.195,1.176,-0.15,213.0,230.0
0.777430,-0.001,-0.005,-0.001,-0.001,-0.001,-0.001,-0.001,-0.166,1.342,0.124,-1.88,0.091,1.269,-0.181,213.0,230.0
0.885679,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.167,1.334,0.098,-1.839,0.11,1.198,-0.16,213.0,230.0
0.993409,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.114,1.322,0.022,-1.778,0.204,0.934,-0.063,213.0,230.0
1.104028,-0.001,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001,0.06,0.803,0.121,-1.436,-0.175,-0.298,-0.001,213.0,230.0
1.211373,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,0.009,-0.307,-0.146,-0.03,0.258,0.003,-0.001,213.0,230.0
1.317929,-0.001,-0.005,-0.001,-0.001,-0.001,-0.001,-0.001,-0.022,-0.105,0.111,-0.131,0.067,0.05,-0.001,213.0,230.0
1.427561,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.014,-0.001,0.017,0.012,-0.001,-0.103,-0.001,213.0,230.0
