0.000002,-0.572263671875,-0.87496875,-0.0171259765625,0.418064453125,2.97988671875,-1.458484375,-0.161208984375,-0.312133789062,-0.582462890625,0.134022460938,1.8843828125,-0.0232236328125,0.138884765625,3.14663378906,215.0,205.0
0.007279,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,215.0,205.0
0.115735,-0.01,0.054,0.009,0.017,0.015,-0.083,-0.001,0.007,0.007,-0.011,0.015,-0.009,0.001,-0.001,215.0,205.0
0.225438,0.001,-0.04,0.007,-0.011,0.037,0.008,-0.001,-0.001,-0.005,-0.001,-0.004,-0.001,0.012,-0.001,215.0,205.0
0.333777,-0.01,-0.001,-0.003,-0.001,0.015,-0.001,-0.001,0.007,-0.001,0.001,-0.011,0.013,-0.005,-0.001,215.0,205.0
0.443257,0.009,0.006,-0.001,-0.001,-0.015,-0.001,-0.001,-0.001,0.013,-0.001,-0.005,-0.001,-0.001,-0.001,215.0,205.0
0.551192,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.007,-0.011,-0.001,-0.001,-0.001,215.0,205.0
0.659215,-0.001,-0.001,0.01,-0.001,0.01,-0.001,-0.001,0.003,-0.001,-0.001,-0.01,-0.001,-0.011,-0.001,215.0,205.0
0.768038,-0.001,-0.001,-0.001,-0.001,-0.001,-0.011,-0.001,-0.001,0.003,-0.001,-0.001,-0.001,-0.001,-0.001,215.0,205.0
0.875870,-0.001,-0.006,-0.001,-0.001,-0.001,-0.001,-0.001,0.002,-0.001,0.01,-0.001,-0.001,-0.001,-0.001,215.0,205.0
0.983445,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.007,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,215.0,205.0
1.090409,-0.001,-0.001,-0.001,-0.009,-0.001,-0.001,-0.001,-0.001,-0.001,-0.011,-0.001,-0.001,-0.001,-0.001,215.0,205.0
1.198173,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.006,-0.001,0.01,-0.001,-0.014,0.004,-0.001,215.0,205.0
1.305096,-0.002,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001,-0.006,-0.008,-0.011,-0.001,-0.001,-0.001,-0.001,215.0,205.0
1.412284,-0.003,-0.004,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,0.008,0.006,0.008,0.01,-0.001,215.0,205.0
1.521063,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.005,0.006,-0.001,-0.001,-0.011,0.014,-0.013,-0.001,215.0,205.0
1.629184,0.007,-0.001,-0.001,-0.011,-0.003,-0.001,-0.001,-0.001,0.006,-0.001,-0.007,-0.001,-0.001,-0.001,215.0,205.0
1.739007,-0.008,-0.013,-0.009,-0.011,0.014,-0.001,-0.001,-0.008,0.007,-0.004,0.01,-0.001,-0.001,-0.001,215.0,205.0
1.847961,0.007,-0.011,-0.009,-0.001,0.012,-0.001,-0.001,-0.001,-0.001,-0.001,0.01,-0.001,-0.001,-0.001,215.0,205.0
1.955331,-0.019,0.017,-0.001,-0.001,-0.005,-0.001,-0.001,-0.007,0.002,-0.017,-0.001,-0.001,-0.015,-0.001,215.0,205.0
2.062791,0.007,-0.008,-0.001,-0.011,-0.016,-0.001,-0.001,0.004,0.001,0.003,-0.001,-0.001,-0.001,-0.001,215.0,205.0
