0.000002,-0.0024150390625,-1.180453125,-0.0022734375,2.59750878906,-0.0019072265625,-0.000478515625,3.297,-0.001626953125,-1.18101074219,-0.0002822265625,2.598640625,-0.00501953125,0.0002470703125,3.29705957031,225.0,224.0
0.010367,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,225.0,224.0
0.120190,-0.001,-0.001,-0.001,-0.001,0.014,-0.001,-0.001,-0.207,0.508,0.165,-1.048,0.045,1.763,-0.229,225.0,224.0
0.227507,-0.001,-0.001,-0.001,-0.001,0.008,-0.001,-0.001,-0.163,0.943,0.138,-1.836,0.476,0.613,-0.133,225.0,224.0
0.334822,-0.001,-0.001,-0.008,0.01,0.017,-0.001,-0.001,-0.19,1.391,0.172,-1.844,0.284,1.441,-0.158,225.0,224.0
0.442465,-0.001,0.004,-0.002,0.001,-0.001,-0.001,-0.001,-0.245,1.264,0.006,-1.856,0.369,1.044,-0.148,225.0,224.0
0.550866,-0.003,-0.001,-0.011,-0.001,0.013,-0.001,-0.001,-0.432,1.344,0.113,-1.703,-0.085,1.12,-0.203,225.0,224.0
0.659840,-0.001,-0.001,0.003,-0.001,0.014,-0.001,-0.001,-0.053,1.304,0.185,-1.821,0.201,1.077,-0.139,225.0,224.0
0.768750,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.09,1.139,0.272,-1.788,0.1,1.131,-0.174,225.0,224.0
0.874656,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.098,1.205,0.105,-1.889,0.143,1.093,-0.169,225.0,224.0
0.987659,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.161,1.164,0.132,-1.87,0.111,1.129,-0.082,225.0,224.0
1.095482,-0.005,-0.008,-0.001,-0.001,-0.007,-0.001,-0.001,0.187,0.868,-0.22,-1.924,-0.185,-0.47,0.004,225.0,224.0
1.201643,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.089,-0.262,0.019,-0.496,-0.253,-0.644,-0.003,225.0,224.0
1.314394,-0.001,-0.008,0.01,-0.001,-0.001,-0.001,-0.001,0.031,0.066,0.035,0.189,0.054,0.321,-0.001,225.0,224.0
1.420578,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.054,0.131,0.203,0.123,0.187,0.301,-0.001,225.0,224.0
1.527637,0.009,0.004,-0.011,0.003,-0.001,-0.001,-0.001,-0.012,-0.056,-0.003,0.021,0.055,-0.031,-0.001,225.0,224.0
