0.000001,-0.591784179687,-0.272928710937,0.0944482421875,-0.488076171875,2.97678808594,-1.24216113281,0.62115625,-0.230102539062,-0.13755078125,0.146880859375,0.93012890625,0.263630859375,0.624826171875,3.14663378906,3.0,3.0
0.008095,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.116888,0.014,0.044,0.044,0.06,-0.063,0.243,-0.003,0.011,0.03,-0.041,0.031,-0.064,0.086,-0.001,3.0,3.0
0.228167,-0.01,-0.006,-0.012,-0.008,0.097,-0.009,-0.001,0.01,-0.02,-0.01,-0.017,0.004,0.022,-0.001,3.0,3.0
0.336024,-0.004,-0.017,-0.001,0.013,0.006,-0.031,-0.001,-0.01,-0.001,-0.001,-0.001,-0.003,-0.014,-0.001,3.0,3.0
0.445435,-0.001,-0.001,-0.01,-0.001,-0.007,-0.001,-0.001,-0.001,-0.001,0.004,-0.005,0.013,-0.015,-0.001,3.0,3.0
0.551424,-0.001,-0.001,-0.001,-0.014,-0.027,0.008,-0.001,-0.001,-0.001,-0.001,-0.005,0.002,-0.001,-0.001,3.0,3.0
0.659275,-0.005,0.007,-0.001,0.01,0.008,0.015,-0.001,-0.001,-0.001,-0.001,-0.001,-0.011,-0.001,-0.001,3.0,3.0
0.774576,-0.001,-0.007,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.885133,-0.008,-0.001,-0.001,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.998175,0.006,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.013,-0.001,3.0,3.0
1.109554,-0.008,0.007,-0.001,0.006,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.219701,-0.007,-0.001,-0.01,0.006,0.014,-0.015,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.327142,-0.001,-0.001,-0.001,-0.001,-0.016,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.439074,0.003,0.004,-0.001,-0.001,0.004,-0.001,-0.001,0.003,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.546140,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.654049,0.01,-0.006,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.760718,-0.001,0.008,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.871629,-0.001,-0.012,-0.004,-0.001,-0.001,0.004,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.978517,-0.009,0.016,0.008,0.011,0.014,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
2.085308,-0.001,-0.001,-0.011,-0.011,-0.001,-0.005,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
2.197286,-0.004,-0.001,0.01,-0.001,-0.001,-0.013,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
2.304309,0.007,-0.001,-0.001,-0.001,0.014,0.014,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
