0.000001,0.001283203125,-1.180453125,-0.00212890625,2.5980859375,0.0055283203125,-0.000478515625,3.297220703125,0.002078125,-1.1807021484375,0.000439453125,2.5989296875,-0.0079111328125,4.00390625e-05,3.296439453125,3.0,3.0
0.005297,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.110885,-0.001,-0.001,-0.001,-0.001,0.013,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.218593,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.326834,-0.001,-0.001,-0.001,-0.001,0.014,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.432745,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.540866,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.650870,-0.007,-0.001,0.001,-0.001,0.036,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.758872,0.003,-0.001,0.004,-0.001,0.01,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.867644,-0.001,0.003,0.003,-0.001,0.039,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
0.974197,-0.001,-0.001,-0.001,0.009,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.088844,-0.001,-0.001,-0.001,-0.009,0.01,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.200873,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
1.313227,-0.007,-0.001,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,3.0,3.0
